content,score
"Aplikasi rusak,nyusahin aja",1
Sangat bermanfaat,5
APLIKASI CACAT.... BUKAN MEMPERMUDAH MALAH MEMPERSULIT....GK ADA GUNANYA DI DOWNLOAD.... EROR TERUS,1
ok,5
Best,5
Tolong di perbaiki saya mau minta efin gagal terus padahal jaringan lancar dan data juga udah bener,1
Bener² ga jelas sistemnya,1
Mantap,4
Sangat memuaskan,5
"Gak usah d instal, apikasi merepotkan pengguna, terlalu banyak isian, sistem pencarian yg payah, pokokx aplikasi yg menyebalkan, bikin esmosi jiwa🤣🤣🤣🤣😄😄😄",1
Saya sudah daftar tapi ketika validasi formulir nik & KK keterangan bahwa sudah terdaftar gimana solusinya,2
Aplikasi terbodoh yg ada di indonesia,1
"Min mau tanya cara tahu nomor efin gmn,? klupaan",5
"Gak berguna, data nik diambil, tp verif gagal",1
Gajelas ga bisa klik daftar,1
"Sistem dibuat bukannya untuk mempermudah bukan?, ini apa? Kita untuk daftar npwp harur klik satu persatu yang berjumlah 83.762 entry untuk mencari nama desa kecmatan dan kabupaten, seharus nya kalian itu kan manusia² yang berakal, buatlah sarana yang mempermudah lagi, bukan mempersulit.",1
"Aplikasinya konyol, bayar pajak dipersulit tapi dipaksa bayar,,, JANGAN DIKORUP TERUS LAH WAHAI PEJABAT",1
Semoga bisa ditambahkan fitur e-SPT PPh 23. Agar ga pindah pindah aplikasi. Satu aplikasi untuk akses semuanya.,3
Sulit banget daftar NPWP online di DJP online,5
Baik,5
"login daftar dulu, utk daftar harus registrasi dlu, msukan no npwp dan efin.. nah efin nya mesti ke KPP. lah.. mudah sekali kan.",1
"Terima kasih! Sangat memudahkan untuk lapor pajak secara online, meskipun awalnya bingung-bingung, tapi akhirnya berhasil juga 👍 Satu dari 10 aplikasi pemerintah yang sangat membantu masyarakat sadar pajak 👍👍👍",5
"Sandi lupa aja dipersulit tolong perbaiki lagiiiiii, pake efin efin ga muncul di Gmail terus cari dimana -_",1
👍Top,5
Payah,1
Njelimet. Bertele tele.,1
"Aplikasi nya ribet diluar nalar, pegawai pajak korup. nagih pajak elit laporan pajak sulit",1
Aplikasi gak bergunaaaa,1
Best,5
Mau daftar NPWP lelet sekali,1
"minta lupa efin , uda isi data semua lengkap ,foto diri juga tapi ga bisa gagal,GAK JELAS BUAT APLIKASI.",1
Mantap,5
Aplikasi yang di olah sama pemerintah ga ada yang bener. Kerjanya ga ada yang becus payahhbb,1
Gini amat dah aplikasinya,1
Sangat baik,5
", SD a ay ccxxxx by vgax",4
kenapa verifikasi selalu gagal?,1
Alhamdulillah sangat membantu.,5
Sagat membantu,5
"Tolong dimatengin aplikasinya!! Kita anak muda yang biasa verifikasi apa-apa gampang, harus bantu orang tua buat ngisi ginian. Bisa-bisanya data baru selsai diisi, verifikasi langsung gagal. Ini yang anak muda ngisi aja emosi, kalok orang tua yang gaptek ngisi sendiri ya udah emosi sampe nangis mungkin.",1
"Perpajakan lagi guncang, spt apk nya yg baru bbrp detik dibuka langsung error",1
Mempersulit saja,1
Sistem ny tolong perbaiki,3
Ga guna,1
"PERCUMA SUSAH""PAKAI APLIKASI INI UJUNG""NYA DIALIHKAN KE GOOGLE CHROME JUGA👎",1
ga jelas malah dipersulit,1
Semoga semua pajak masuk kas negara 😅,1
Sengaja gw kasi bintang lima supaya dilihat orang... Gini nih contoh kinerja yang dananya habis dikorupsikan,1
"Udah buat npwp.. Udah 5 tahun ini ngisi e filling, eeetahun ini mau log in gk bisa bisa, dengan sebab gak jelas. Ribet banget aplikasi ini.",1
aplikasinya kurang bagus setelah foto selfi gagal verifikasi terus,1
🤙,5
gagal terus tiap buat efin,1
kode otp pas minta efin ngga masuk dah berkali kali di coba,1
"Kode verifikasi lupa efin kok tidak masuk"" ya?",2
Payah,1
Hendry Hartanto,5
belibet,1
"Aplikasi kacau gini.... Lupa efin udah masukin semua data yg diminta tetep aja error'. Pendapatan pajak tinggi, bikin aplikasi nihil",1
Apk bisa di pakai sama sekali mohon bantuannya,1
"Saya lupa email dan efin tapi sulit amat buat daftarnya, mau bayar pajak aja sulitnya minta ampun berasa kaya mau minjem duit",1
"Sangat sangat tidak profesional!, Tidak di APK, tidak di WEB sama ribetnya!. Mau login saja susahnya minta ampun!, Trus bagaimana kita mau menunaikan kewajiban kita sebagai pembayar pajak kalau sistemnya seperti ini!? Pelayanan yang sangat buruk sekali!!",1
Belum ada pengalaman,5
App nya buruk sekali sama kayak si tersangka M,1
bbaik,4
Sangat membantu sayang loadingnya lama,5
Keseringan errornya,1
LEMBAGA TOLLLOL,1
Sangat bsik,5
Aplikasi ga jelas verfikasi Gagal mulu sdh sesuai data untuk me ajukan Lupa EFIN😴,1
"Parah aplikasi ga ada fungsinya, lupa efin data kita salah bolak balik gitu mau laporan pajak gmn kalau begini terus",1
Rubicon nya mana nih??,1
Bagus banget,5
Puyeeng kalau permula,4
Ok,5
"mengajukan EFIN sulit ketika sudah mencapai tahap kirim kode verifikasi, karena dari SMS hingga saat ini tidak masuk",1
"Ayolah dibikin biar gak logout mulu, setiap bulan mo bayar mesti login dulu",3
Semoga membantu nice.,5
"Apk nya ga guna,. Ga bisa di pake, minta efin aja gagal terus,.",1
"Kemarin belum update benerin efin, dikirim lewat sms, ga di kirim. Sekarang update galal verifikasi terus. Dana begitu banyak ngurusin aplikasi ga becus.",1
Aplikasi Bangke !!!,1
"Siapa yg bikin aplikasi ini, buruk banget",1
"Aplikasi gak pernah bener, lupa efin aja ribet bgt",1
Data sudah Benar.. tp tidak bs diproses.,1
"Setiap klik profil aplikasi langsung eror diminta restart, agar dapat diperbaiki",1
Busuk busuk Kok ada aplkasi kek gini?anggarannya kebanyakan di....,1
Kenapa masuk catatan langsung error ya?,1
sangat buruk. aplikasi lemot dan error. bahkan untuk verifikasi pun sering gagal. sekelas layanan pemerintah tapi aplikasi noob. giliran korupsi uang rakyat cepet,1
Aplikasi aneh,1
"Sistem sangat buruk, seharusnya sistem itu mempermudah.. bukan mempersulit.. untuk validasi data cukup menggunakan NPWP dan NIK saja, tidak perlu mengisi banyak Data.. Data diri kitakan sudah terdaftar diDatabasenya DJP.... Untuk Team Developmentnya, diperbaiki lgi sistemnya.. agar lebih mudah digunakan",1
"Tolong perbaiki lagi, gagal membuka aplikasi",3
Gak bisa di buka,5
Keren,5
"Aplikasi BUMN gini amat ya, kebanyakan di korupsi ni anggaran Buat aplikasi, Verifikasi gagal mulu, gk jelas Bego parah.",1
ok,5
Pelayanan WP semakin transparan 👍,5
ok,5
Update bukan baik malah jelek bugs dimna2,1
"Tolong instansi terkait, buat apk tu yg memadailah, pajak bayar terus, apk yg memudahkan warganya saja kayak gini. Ini saya mau melaporkan pajak pribadi saya tidak bisa. Tidak dilaporkan nantik didenda. Tolong dinote ya kritik dan sarannya. Bukan mempermudah malah mempersulit.",1
Mungkin pas bikin aplikasi tambahan menu effin terkendala karena pimpinan pajak nya kena proses oleh polri yaaa. Soal nya gagal terus udah ngisi pulsa kirain kaya apk bank yg pake pulsa...,1
Ribet dan sering error,1
Mantap,5
"Apk sampah,pengen duitnya doang.tapi apk ngebug ....",1
Mau riset kata sandi aja susah. Aplikasi negara indonesia kan ini ya?,1
Verifikasi selalu gagal padahal data sudah diisi dengan benar Mohon ditingkatkan untuk fungsionalitas app nya,1
Oke,5
Sippp,5
Sangat membantu dan ok...aplikasinya..,5
Gak sinkron saat narik nik pas lupa efin,1
Seharusnya kalau gagal itu dikasih keterangan penyebab gagalnya.,1
Semoga membantu,5
Lupa efin aja error terus aneh padahal data sudah sesuai dan di cek berulang kali masih belum bisa diproses. Di cek lg dan perbaikan lg bag dan erorr server atau service API,1
Sangat bagus,5
Bagus,5
"Tolong di perbaiki, saya mau bikin efin, namun ketika tahap input kode otp, saya tidak menerima kode otp nya dari sms ataupun wa.",1
Aplikasi bangsatt,1
Aplikasi ini apakah khusus untuk menjawab verifikasi gagal ??????? Puluhan kali coba gx berguna,1
Gimana cara lapornya!!!!,1
"Coba buat aplikasi yang mudah agar pengguna nyaman, untuk buat laporannya enggak bisa 😇😇😇",2
"Mau lapor pajak aja ribet minta ampun, kring pajak di telp sibuk satu harian ga bisa di hubungi, pas pengisian data gagal terus, padahal anggaran besar",1
"utk fitur lupa efin verifikasi gagal terus. Payah, aplikasi buruk",1
"Login di aplikasi dan di website susah, padahal sebelumnya gampang laporan pun tinggal kirim tapi menunggu kodenya lama giliran di cek lagi harus login kembali tapi ketika login ada notif kata sandi salah terus yang sebelumnya kenapa bisa??? Ketika di coba lagi kenapa eror mulu??? Pelayanan yang tidak memuaskan",1
Ga guna,1
"buka aplikasi aja susah,mental mulu.. ini aplikasi pemerintah woooy anggaran selangit.",1
minta efin ajah ribet banget..kode verifikasi kaga dapet dapet sms nya,1
aplikasi parah gak guna.,1
selalu gagal verifikasi efin,1
"Lupa efin, masa kirim no verifikasi aja pake no tlp. No tlp kan sudah berubah. Mau lapor pajak aja ribet amaaaattttt. Bener"" deh",1
"Ini yg makan duit proyek aplikasinya siapa nih, mending perbaiki servernya dulu. Jangan mempersulit diri dengan fitur2 kurang penting",1
App gk jelas ...sampah,1
"Verifikasi gagal, dimana gagalnya ga dijelasin, ga jelas",1
Busuuuuk,1
Saya mrngunakan aplikasi lupa efin tapi setelah upload foto malah gagal2 terus,1
Gagal terus minta efin.,1
"Beberapa kali verifikasi Efin Gagal terus, aplikasi ga guna.. Mau jadi warga yg baik aja dipersulit.. Live chat nya juga sama selalu sedang sibuk.. Ujung² nya harus datang langsung ke kantor.. Payah!!!!",1
Aplikasi penipu,1
Apk nya ribet. Apk yg gak guna,1
"Aplikasi apaan gajelas gabisa konfirmasi kode EFIN lamaaaaa ga masuk2, sengaja kah? Biar pada kena denda",1
Kok gak ada menu robicon?,1
"Mau lapor aja susah eror mulu, aneh memang pajak di negri wakanda",1
👍🏼,5
GAGAL MULU,1
"Aplikasi sampah, gagal terus",1
Jangan kan ngisi data. Aplikasi nya saja tidak bisa di buka,1
"Aplikasi murahan ini , Mw regis Efin aja gak bisa2 !!! Uang pajak di pakai buat benarin ni aplikasi !!!",1
Fasilitas Lupa Efin gagal terus,2
Memuaskann,5
Kakehan gaya pake online..APP baru setengah jadi udh d up ke playstore..wkwk,1
"App ga guna, dibuka g bisa, pas tanya ke pegawai pajaknya, mereka bilang pake web aja, jangan aplikasi Ya kali terus ngapain ada di playstore appnya",1
Cuma habisin anggaran apk tidak maksimal,1
apliksi apa ini. efin aja ngurus nya susah banget .. ribet .. perpajakan tolong lebih di permudah agar yang mau bayar pajak nyaman dan cepat clear ..,1
"Msh menganut slogan kalo bisa susah ngapain di jadiin gampang. Mau minta efin nya aja susah, tp dikejar suruh lapor pajak. Kan lawak.",1
VERIFIKASI GAGAL TERUS,1
Sumpah ini aplikasi kayaknya belum siap saya pusing 100x dari kayak punya utang di rentenir hufff tolong di permudah,1
Password sudah benar tidak bisa login.... Apk. Gagal,1
"Mana kasih solusi EFIN tapi ga bener, kocak negeri wakanda",1
"apk ibab, gak guna",1
Selalu gagal. Yang begini ini gaji pada gede doang!!,1
Gaje bngt app nya ... verifikasi data lupa efin gagal mulu...klo seperti itu buat apa nih app ? Cuma ngabisin anggaran negara doang,1
gak jelas efin apaan mau masuk susah bener semua salah kayak gak niat buat aplikasi,1
"Aplikasi busuk, verifikasi efin aja gagal Mulu, jadi males deh bayar pajak. Paling-paling buat beli Rubicon!",1
"aplikasi sudah bagus, tapi minta efin yang susah",1
"Ga punya akun efin pas lupa efin, malah gagal verifikasi",1
Nomor NPWP dan password sudah benar tapi pas login malah gak bisa keterangan NPWP atau password salah hadeh...apa ini akibat sering makan uang haram jadi aplikasinya gak guna,1
Cocok untuk kemajuan,5
kodenya manaaaaaaaa,1
"mungkin yang buat masih newbie kali ya,saya udah coba 7x selalu gagal",1
Kaga ada kode Verifikasi via e-mail ampe detik ini,1
Aplikasi ini sangat buruk Minta kode efin verifikasi gagal terus Mana tlf di no pengaduan sibuk trus Pejabat nya banyak yg berkasus,1
Aplikasix sangt jelek tra berfungsi ....,1
"Telpon sibuk, live chat diarahkan kesini, dari sini g bisa verifikasi",1
Apk ga guna,1
Oke Mantap,5
Fitur untuk laporan SPT nya kok gak ada ya?,1
sangat tidak membantu eror terus,1
Baik,5
Aplikasinya Ga Membantu,1
Foto waktu verifikasi karena lupa EFIN kok gelap terus. Sudah dicoba berulang kali. Piye iki bro,1
"Masa mau lapor masalah lewat aplikasi juga harus pakai pulsa sendiri, aplikasi pemerintah kurang bermutu ga bisa di pakai lapor pajak",1
APLIKASI SANGAT BURUK DAN TIDAK MEMBANTU,1
Belum mendukung pelaporan efilling pajak,2
"Request efin sudah ada notifikasi berhasil, efin sudah dikirim ke email pas check email tidak.ada email masuk .. nnti klo sudah masuk bintang nya aku tambahim",3
Gagal trus,1
Mantep,5
Ribet,1
"tak kira dengan adanya online, malah mudah, yg ada mumet otak rek, pusing pusing gusti 🤦‍♀️🤦‍♀️🤦‍♀️",3
"Verifikasi Efin selalu gagal,bodo amat sma lapor pajak,bad banget",1
"ga tau dikirim ke email yg mana kode efinnya, udh daftar udh verifikasi dan verifikasi hrs pake pulsa, sekali sedot biaya hampir Rp. 1.000. gmn sih? asal bersinggungan dgn birokrasi pemerintah pasti ga jelas..... hadehhh",1
"Layanan pemerintah kok gini amat ya,pajak woy!!!",1
"mau lu apa verifikasi evin gagal terus,kalo bikin aplikasi cuma buat ikut2an lainnya,tapi fungsinya ga ada,mending ga usah lah,ngabisin angaran aja 😅🤘",1
"Saya lupa EFIN, mau dapatkan EFIN kembali, selalu verifikasi gagal",3
"Nyesel gw download ga liat ulasannya dulu, alhasil beneran dong apk buruk",1
Kode verifikasi untuk lupa effin ga smp² ke nomor telfon yg terdaftar. Udah berkali² isi form lupa effin nya. Kode verifikasi ga muncul²,1
Gimana ya cara verifikasi efin mohon bantuan,5
Keren banget. Langsung dapet efinnya. Pokoknya harus siap siap pulsa ya :),5
Aplikasi ga guna banget...,1
Perbaiki situs kalian!!!! Ngurus web aja gak becus,1
Baik,5
"Tak lengkap, tidak bisa daftar spt",1
Pengajuan EFIN selalu gagal,1
Begitu sulit dapatkan mpin,1
Masa nomor efin dikirim ke sembarang email bukan email yang didaftarkan. Ini aplikasi apaan ? Apakah ini aplikasi hoax ?,1
"Aplikasi yang sangat sangat membagongkan, sudah ratusan kali mencoba aplikasi ini tetapi selalu gagal.",1
Jelek bngt..berkali2 upload gagal mulu..cape,1
"Data udh benar dan lengkap tp selalu gagal verifikasi, pajak adalah amanah bukan bercandaan. Tolong dipermudah untuk rakyat kesulitan login dengen keperluan laporan pajak.",1
No coment cek bintang aja,1
Kita ini mau bayar pajak lho...bukan nyolong atau korupsi...kenapa aplikasimu kayak gini????....tidak membantu sama sekali...dapat trilyunan uang pajak tp bangun aplikasi yang compatible aja gak bisa!!!profesional dong!!!,1
"Mudah , sangat membantu . Pastikan sinyal kalian bagus ya gaes .",5
Ciri2 aplikasi pemerintah itu! Biaya pembuatan MAHAL Kualitas Jelek.,1
"Aplikasi jelek, verifikasi gagal terus",1
"Saya menggunakan fitur lupa efin dan telah memasukkan data yang sesuai, tapi saat verifikasi selalu saja gagal dengan pesan ""gagal mengambil data NIK...."" saya ingin memberikan masukkan supaya fitur reset password juga mungkin bisa dipermudah lagi kedepannya, terimakasih",1
"Aplikasi dak jelas Sdh isi data yg benar masih aja verifikasi gagal, org dak bayar dan dak lapor di kejar kejar.. Giliran mau lapor mintak efin malas sulit.",1
"masih heran sama aplikasi yg dibuat pemerintah, padalan anggaran besar, buat aplikasi saja masih kalah jauh sama aplikasi swasta 1. verifikasi gagal, tapi gak ada notice penulisan yg salah yg mana 2. pemberitahuan dikirim lewat email, tpi gak dikirim2 sampai coba nulis ulang tetep sama 3. live chatnya di web juga gitu, udah nunggu luamaaaaaaa gak ada respon",1
aplilasi pemerintah kok seperti ini!!,1
Aplikasi sama web sama aja susah gak,1
Buat,4
Mau bayar pajak susah sekali .. buang buang waktu malah makin ribet pake djp onlinenya.. banyak pertanyaan ini itu yg sulit dimengerti kita org biasa ..hadehhh,1
apps apaan nih,1
Sangat rumit. Apa itu efin? Kenapa masuk aplikasi harus serumit ini? Aplikasi tujuannya untuk mempermudah. Ini memperibett,1
Sangat membantu,5
Kode verifikasi tidak sampai ke perangkat saya padahal butuh untuk meminta efin. Registrasi SPT sulit. Dll,1
Ok nyaman,5
good,5
Birokrasi utk pegawai,1
"Pindah kpp juga ujung2nya di suruh ke lokasi, jdi ya siq2 kuota & waktu, tlg sediakan dana dan otak kalo buat aplikasi, jdi biar simple org byr pajak.",1
Sangat membantu,2
Jelek,1
Kenapa apps pemerintah gada yg beres ya,1
"apk tampilan bagus,tapi fitur minus,bantuan sok sibuk semua,mau lapor pajak gak ada menunya,malah lewat web lebih baik,warga taat pajak,tpi dampak taat pajak minim dirasakan,malah org pajak yg merasakan.",1
"Tolong diperhatikan lagi aplikasi nya ini milik pemerintah loh susah banget buat verifikasi efin disitu udah coba berkali kali tetap gagal. Gak tau dah aplikasi lain lancar registrasi, sinyal ok, software udah pembaruan gak tau dah apa yang susah. Ini mau daftar aja ribet arus ada efin dan daftar efin aja gagal Mulu bagaimana mau daftar.",1
Ini csnya sibuk terus knp yah?,1
Sekarang kalau lupa efin bisa lewat aplikasi ini. Mantabbb,5
Aku galtek Gagal maning,5
Tidak penting tetap masih banyak korupsi,1
"Gak berfungsi, gak bisa dipake utk ambil EFIN. Selalu gagal verifikasi, apk asal asalan.",1
Gak bisa lapor spt,2
mantap,5
"Aplikasi ngaco !!!!! Gw mau lapor spt tahunan ribet nya ampun.. lupa sandi, kudu masukin efin, lupa efin kudu pengajuan hari kerja, lewat live chat g guna, lewat aplikasi m-pajak verifikasi antara data npwp dan ktp ga bisa diverifikasi sedangkan data sudah sama semua!!!! Mau nya gimana sih!!!! Permudah bukan persulit !!! Sudah dipotong pajak tpi dipersulit dengan kewajiban tambahan ini!!!",1
Aplikasi gak guna,1
Kasian semoga amanah lagi,3
"Tujuan penggunaan aplikasinya sih bgus yaa cuma pas d pakai tuh aslinya ribet 😂 mau minta efin aja nunggu kode verifikasinya gk masuk² udah 3x coba ttap aja gk masuk² heran kn 😬. Emang lebih mudah pas covid sih, tggl wa pelayanan kantor terdekat selesai sudah cm skrg sudah tidak ada jadi yah fix lah bkin susah harus mesti ke kantornya apalagi pas lg sbuk²nya kerja ini.",1
🤦,1
Anjir ribet bgt nih aplikasi kode efin Efin w dah ikuti tp ttp gagal,1
Coba dulu,3
"Sudah mengajukan lupa Lupa Efin, tapi gagal verifikasi. Entah dimana salahnya gk di jelaskan. Kita niat mau bayar pajak tapi di buat susah",1
Lengkap,5
Trima kasih...bagus aplikasinya,4
Sangat ringkas & simpel. Saran juga mohon di mudahkan utk chek/rechek NPWP an. WP BADAN .....,5
Lebih cepat dan mudah,4
Mang ga ada yg lebih sulit lagi!,1
Apakah Pajak ini sama dengan Palak?,1
Kurang simpel,5
Sangat mempermudah mengakses PPH,5
Susah buat daftar gagal trs,1
Buruk parah Apps nya. Verifikasi wajah masa gagal mulu... Niat baik mau taat pajak aja di bkin ribet dasar negri konoha.. Giliran yg mau makan uang pajak aja di permudah... Haduuhh mai negri mai negri... Kusut,1
